RIESGO_SEGURO,PERDIDAS_NORMALIZADAS,MARCA,ASPIRACION,NUMERO_PUERTAS,ESTILO_CARROCERIA,TRACCION,UBICACION_MOTOR,DISTANCIA_EJES,LARGO,ANCHO,ALTO,PESO_VACIO,TIPO_MOTOR,NUMERO_CILINDROS,TAMANO_MOTOR,SISTEMA_COMBUSTIBLE,DIAMETRO_CILINDRO,CARRERA_PISTON,RELACION_COMPRESION,CABALLOS_FUERZA,RPM_MAXIMAS,CONSUMO_CIUDAD_MPG,CONSUMO_AUTOPISTA_MPG,PRECIO,CONS_CIUDAD_L100,CONS_AUTOPISTA_L100,CATEGORIA_PRECIO,TIPO_COMBUSTIBLE_GAS,TIPO_COMBUSTIBLE_DIESEL
0,161.0,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,11900.0,12.36842105263158,9.791666666666666,bajo,0,1
0,161.0,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,13200.0,8.392857142857142,7.121212121212121,bajo,1,0
0,122.0,peugot,std,four,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.9816053511705688,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,12440.0,12.36842105263158,9.791666666666666,bajo,0,1
0,122.0,peugot,turbo,four,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.9816053511705688,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,25,25,13860.0,9.4,9.4,bajo,1,0
0,161.0,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,15580.0,12.36842105263158,9.791666666666666,bajo,0,1
0,161.0,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,16900.0,8.392857142857142,7.121212121212121,bajo,1,0
0,122.0,peugot,std,four,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,16695.0,12.36842105263158,9.791666666666666,bajo,0,1
0,122.0,peugot,turbo,four,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.9816053511705688,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,25,25,17075.0,9.4,9.4,bajo,1,0
0,161.0,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,12.36842105263158,9.791666666666666,bajo,0,1
0,161.0,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,8.392857142857142,7.121212121212121,bajo,1,0
0,161.0,peugot,turbo,four,sedan,rwd,front,108.0,0.897164824603556,0.9446749654218534,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,13.055555555555555,9.791666666666666,bajo,0,1
1,119.0,plymouth,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,6.351351351351352,5.7317073170731705,bajo,0,1
1,119.0,plymouth,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,9.791666666666666,7.833333333333333,bajo,0,1
1,154.0,plymouth,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,7.580645161290323,6.184210526315789,bajo,0,1
1,154.0,plymouth,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,7.580645161290323,6.184210526315789,bajo,0,1
1,154.0,plymouth,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,7.580645161290323,6.184210526315789,bajo,0,1
-1,74.0,plymouth,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,24,30,8921.0,9.791666666666666,7.833333333333333,bajo,0,1
3,122.0,plymouth,turbo,two,hatchback,rwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,12764.0,12.36842105263158,9.791666666666666,bajo,0,1
3,186.0,porsche,std,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9446749654218534,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,19,27,22018.0,12.36842105263158,8.703703703703704,medio,0,1
3,122.0,porsche,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,32528.0,13.823529411764708,9.4,alto,0,1
3,122.0,porsche,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,34028.0,13.823529411764708,9.4,alto,0,1
3,122.0,porsche,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,13.823529411764708,9.4,alto,0,1
1,122.0,porsche,std,two,hatchback,rwd,front,98.4,0.8443056222969726,1.0,0.8444816053511706,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288.0,5750.0,17,28,13205.69,13.823529411764708,8.392857142857142,bajo,0,1
0,122.0,renault,std,four,wagon,fwd,front,96.1,0.8721768380586257,0.9197786998616876,0.9230769230769232,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.22277227722772,5125.990099009901,23,31,9295.0,10.217391304347826,7.580645161290323,bajo,0,1
2,122.0,renault,std,two,hatchback,fwd,front,96.1,0.849591542527631,0.921161825726141,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.22277227722772,5125.990099009901,23,31,9895.0,10.217391304347826,7.580645161290323,bajo,0,1
3,150.0,saab,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,11.19047619047619,8.392857142857142,bajo,0,1
2,104.0,saab,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,11.19047619047619,8.392857142857142,bajo,0,1
3,150.0,saab,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,11.19047619047619,8.392857142857142,bajo,0,1
2,104.0,saab,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,11.19047619047619,8.392857142857142,bajo,0,1
3,150.0,saab,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,12.36842105263158,9.038461538461538,bajo,0,1
2,104.0,saab,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,12.36842105263158,9.038461538461538,medio,0,1
2,83.0,subaru,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8769017980636238,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,7.580645161290323,6.527777777777778,bajo,0,1
2,83.0,subaru,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8796680497925312,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,9.038461538461538,7.580645161290323,bajo,0,1
2,83.0,subaru,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8824343015214384,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,9.038461538461538,7.580645161290323,bajo,0,1
0,102.0,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,7.34375,6.351351351351352,bajo,0,1
0,102.0,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,8.392857142857142,7.121212121212121,bajo,0,1
0,102.0,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,9.038461538461538,7.34375,bajo,0,1
0,102.0,subaru,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,9.791666666666666,9.4,bajo,0,1
0,102.0,subaru,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,9.791666666666666,8.10344827586207,bajo,0,1
0,89.0,subaru,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,8.392857142857142,7.34375,bajo,0,1
0,89.0,subaru,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,9.4,7.580645161290323,bajo,0,1
0,85.0,subaru,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,10.217391304347826,8.10344827586207,bajo,0,1
0,85.0,subaru,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,10.217391304347826,10.217391304347826,bajo,0,1
1,87.0,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,6.714285714285714,6.0256410256410255,bajo,0,1
1,87.0,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,7.580645161290323,6.184210526315789,bajo,0,1
1,74.0,toyota,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,7.580645161290323,6.184210526315789,bajo,0,1
0,77.0,toyota,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,7.580645161290323,6.351351351351352,bajo,0,1
0,81.0,toyota,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,8.703703703703704,7.34375,bajo,0,1
0,91.0,toyota,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,8.703703703703704,7.34375,bajo,0,1
0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,7.833333333333333,6.351351351351352,bajo,0,1
0,91.0,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,7.833333333333333,6.351351351351352,bajo,0,1
0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,6.911764705882353,6.527777777777778,bajo,1,0
0,91.0,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,6.184210526315789,5.0,bajo,1,0
0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,6.184210526315789,5.0,bajo,0,1
0,91.0,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,8.392857142857142,6.911764705882353,bajo,0,1
0,91.0,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,8.392857142857142,6.911764705882353,bajo,0,1
1,168.0,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,8.10344827586207,6.911764705882353,bajo,0,1
1,168.0,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,8.10344827586207,6.911764705882353,bajo,0,1
1,168.0,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,9.038461538461538,8.10344827586207,bajo,0,1
1,168.0,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,9.038461538461538,8.10344827586207,bajo,0,1
2,134.0,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,9.791666666666666,7.833333333333333,bajo,0,1
2,134.0,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,9.791666666666666,7.833333333333333,bajo,0,1
2,134.0,toyota,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,9.791666666666666,7.833333333333333,bajo,0,1
2,134.0,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,9.791666666666666,7.833333333333333,bajo,0,1
2,134.0,toyota,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,9.791666666666666,7.833333333333333,bajo,0,1
2,134.0,toyota,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,9.791666666666666,7.833333333333333,bajo,0,1
-1,65.0,toyota,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,8.10344827586207,6.911764705882353,bajo,0,1
-1,65.0,toyota,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,7.833333333333333,7.121212121212121,bajo,1,0
-1,65.0,toyota,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9013377926421404,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,8.703703703703704,7.34375,bajo,0,1
-1,65.0,toyota,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,8.703703703703704,7.34375,bajo,0,1
-1,65.0,toyota,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9013377926421404,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,8.703703703703704,7.34375,bajo,0,1
3,197.0,toyota,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351316,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,11.75,9.791666666666666,bajo,0,1
3,197.0,toyota,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351316,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,12.36842105263158,9.791666666666666,bajo,0,1
-1,90.0,toyota,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9197786998616876,0.9046822742474916,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,11.75,9.791666666666666,bajo,0,1
-1,122.0,toyota,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9197786998616876,0.9046822742474916,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,12.36842105263158,9.791666666666666,bajo,0,1
2,122.0,volkswagen,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,6.351351351351352,5.108695652173913,bajo,1,0
2,122.0,volkswagen,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,8.703703703703704,6.911764705882353,bajo,0,1
2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,6.351351351351352,5.108695652173913,bajo,1,0
2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,8.703703703703704,6.911764705882353,bajo,0,1
2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,8.703703703703704,6.911764705882353,bajo,0,1
2,94.0,volkswagen,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,6.351351351351352,5.595238095238095,bajo,1,0
2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,9.038461538461538,7.34375,bajo,0,1
3,122.0,volkswagen,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8879668049792532,0.9297658862876256,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,9.791666666666666,8.10344827586207,bajo,0,1
3,256.0,volkswagen,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8852005532503459,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,9.791666666666666,8.10344827586207,bajo,0,1
0,122.0,volkswagen,std,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742477,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,12.36842105263158,9.791666666666666,bajo,0,1
0,122.0,volkswagen,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,0.9214046822742477,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,7.121212121212121,6.184210526315789,bajo,1,0
0,122.0,volkswagen,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9253112033195022,0.9214046822742477,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,9.4,7.580645161290323,bajo,0,1
-2,103.0,volvo,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,10.217391304347826,8.392857142857142,bajo,0,1
-1,74.0,volvo,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,10.217391304347826,8.392857142857142,bajo,0,1
-2,103.0,volvo,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,9.791666666666666,8.392857142857142,bajo,0,1
-1,74.0,volvo,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,9.791666666666666,8.392857142857142,bajo,0,1
-2,103.0,volvo,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,13.823529411764708,10.681818181818182,bajo,0,1
-1,74.0,volvo,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128632,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,13.823529411764708,10.681818181818182,medio,0,1
-1,95.0,volvo,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,10.217391304347826,8.392857142857142,bajo,0,1
-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9515905947441216,0.92809364548495,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,12.36842105263158,9.4,medio,0,1
-1,95.0,volvo,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,13.055555555555555,10.217391304347826,medio,0,1
-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,9.038461538461538,8.703703703703704,medio,1,0
-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,0.92809364548495,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,12.36842105263158,9.4,medio,0,1
